Date,BTC_close,BTC_open,BTC_high,BTC_low,BTC_volume,Active_Addr_Cnt,Difficulty,Mean_Block_Size(in_bytes),Sum_Block_Weight,Total_Fees(USD),Mean_Hashrate,Xfer_Cnt,Mean_Tx_size(native_units),ETH,LTC,DOGE,XRP,GOLD,SILVER,COPPER,S&P500,DJI,JP225
2020-10-14,11420.4,11424.4,11541.0,11293.5,59.12,952949.0,19298100000000.0,1139366.101,531429223.0,855520.4559966382,142937654.5,855281.0,0.61096493,379.15,49.814,0.002638,0.24912,1907.3,24.395,6716.0,3488.67,28514.0,23626.73
2020-10-15,11503.0,11421.4,11590.9,11276.7,70.84,1035214.0,19298100000000.0,1262980.444,583131224.0,883046.68105192,144856280.7,894070.0,0.61242243,377.45,49.549,0.0026,0.24585,1908.9,24.224,6749.0,3483.34,28494.2,23507.23
2020-10-16,11322.0,11503.2,11542.2,11224.6,71.42,973228.0,19298100000000.0,1223074.323,571785673.0,715890.4967848052,148693533.2,858625.0,0.62603993,365.17,47.581,0.002604,0.2402,1906.4,24.405,6740.0,3483.81,28606.31,23410.63
2020-10-17,11362.1,11321.8,11402.7,11274.4,29.86,851147.0,19552000000000.0,1006328.306,479914151.0,403470.9206418815,152593470.7,733665.0,0.43199105,368.63,46.968,0.002585,0.24059,1906.4,24.405,6740.0,3483.81,28606.31,23410.63
2020-10-18,11506.9,11362.1,11506.9,11349.8,31.51,744786.0,19997300000000.0,1102196.1,398533143.0,428080.4967828472,119288755.7,631907.0,0.45113299,377.81,47.52,0.002593,0.24233,1906.4,24.405,6740.0,3483.81,28606.31,23410.63
2020-10-19,11753.4,11507.1,11823.3,11413.9,73.04,930306.0,19997300000000.0,1273798.576,488704703.0,601346.0208316607,124259120.5,807322.0,0.79303636,379.19,47.997,0.002592,0.24558,1911.7,24.698,6779.5,3426.92,28195.42,23671.13
2020-10-20,11913.5,11753.9,12029.4,11685.7,94.59,1011847.0,19997300000000.0,1225788.535,540275894.0,933661.995726549,143146506.8,859552.0,0.66435568,368.35,46.905,0.002595,0.24324,1915.4,24.98,6899.0,3443.12,28308.79,23567.04
2020-10-21,12808.7,11913.6,13213.5,11894.6,197.72,1013298.0,19997300000000.0,1298905.723,519321800.0,1533604.3061356698,129229485.3,822654.0,0.84100669,391.2,53.012,0.002624,0.25102,1929.5,25.241,6991.5,3435.56,28210.82,23639.46
2020-10-22,12974.6,12805.5,13183.9,12698.2,113.31,1048775.0,19997300000000.0,1284569.752,547250363.0,2168112.452923044,136187996.1,911508.0,0.95374045,414.05,54.346,0.002647,0.25718,1904.6,24.709,6922.5,3453.49,28363.66,23474.27
2020-10-23,12934.1,12972.7,13025.5,12738.9,73.94,977710.0,19997300000000.0,1281313.336,523356313.0,1816746.4778265075,130223558.3,854970.0,0.62129486,408.52,55.431,0.002644,0.25471,1905.2,24.675,6867.5,3465.39,28335.57,23516.59
2020-10-24,13117.2,12933.6,13161.5,12876.4,51.2,1098917.0,19997300000000.0,1350270.336,607241388.0,1223835.7785601143,151099090.6,797874.0,0.56914205,411.92,59.263,0.002634,0.25611,1905.2,24.675,6867.5,3465.39,28335.57,23516.59
2020-10-25,13032.2,13117.0,13345.3,12900.4,59.73,851199.0,19997300000000.0,1359861.197,467388764.0,834663.0835843986,116306536.8,652362.0,0.59241872,406.09,58.852,0.002652,0.25319,1905.2,24.675,6867.5,3465.39,28335.57,23516.59
2020-10-26,13061.6,13033.0,13229.7,12792.4,89.47,825846.0,19997300000000.0,1339902.827,439456987.0,1540653.260097053,109348026.1,697650.0,0.855927,394.11,56.826,0.002665,0.24818,1905.7,24.42,6781.0,3400.97,27685.38,23494.34
2020-10-27,13657.8,13061.5,13782.3,13050.3,128.64,827512.0,19997300000000.0,1298251.879,395494974.0,2675728.53589114,98413223.45,720689.0,0.86243342,403.15,57.861,0.002674,0.25265,1911.9,24.57,6798.0,3390.68,27463.19,23485.8
2020-10-28,13278.9,13658.3,13851.7,12907.6,144.18,817505.0,19997300000000.0,1291166.72,395498816.0,3009047.123802262,99407296.42,718473.0,0.94098043,388.14,55.838,0.002583,0.24549,1879.2,23.359,6748.0,3271.03,26519.95,23418.51
2020-10-29,13457.2,13278.3,13640.0,12982.9,111.23,887772.0,19997300000000.0,1296627.241,431441561.0,3519809.452443941,107359880.1,782748.0,0.77704292,386.76,54.937,0.002576,0.24247,1868.0,23.36,6729.5,3310.11,26659.11,23331.94
2020-10-30,13559.9,13457.0,13667.9,13134.5,108.77,901403.0,19997300000000.0,1294487.523,443407255.0,3603433.096761564,110342099.0,771221.0,0.73411579,382.41,54.023,0.002583,0.23897,1879.9,23.646,6718.5,3269.96,26501.6,22977.13
2020-10-31,13797.3,13560.2,14065.4,13441.7,102.75,875335.0,19997300000000.0,1279344.204,451411508.0,3532178.0365265803,112330244.9,741491.0,0.60939079,386.42,55.73,0.002568,0.23972,1879.9,23.646,6718.5,3269.96,26501.6,22977.13
2020-11-01,13759.4,13795.5,13889.5,13628.7,51.71,897445.0,19997300000000.0,1247764.912,495394040.0,2462436.19566281,124259120.5,732775.0,0.54255958,396.29,55.636,0.002576,0.23989,1879.9,23.646,6718.5,3269.96,26501.6,22977.13
2020-11-02,13561.4,13759.7,13828.4,13214.2,97.76,777173.0,19997300000000.0,1327338.063,379563723.0,2929434.870324902,94436931.6,648865.0,1.0060906,383.53,53.815,0.002514,0.23526,1892.5,24.033,6762.0,3310.24,26925.05,23295.48
2020-11-03,14019.9,13560.5,14054.0,13294.6,108.17,1029970.0,17750600000000.0,1280423.55,555327714.0,3965203.328945708,123534519.5,877175.0,1.102766838,387.92,53.888,0.002517,0.23954,1910.4,24.334,6816.0,3369.16,27480.03,23295.48
2020-11-04,14145.6,14023.0,14238.8,13544.4,140.8,1175181.0,16787800000000.0,1346784.553,627210253.0,2908191.980739885,132689483.1,851092.0,0.716848265,402.19,54.603,0.002546,0.2375,1896.2,23.893,6837.5,3443.44,27847.66,23695.23
2020-11-05,15587.1,14145.6,15739.9,14099.7,227.49,1071518.0,16787800000000.0,1279447.578,579265540.0,4151497.227674275,122675182.5,882354.0,0.947055166,416.63,58.961,0.002639,0.2455,1946.8,25.191,6852.5,3510.45,28390.18,24105.28
2020-11-06,15577.9,15593.9,15955.2,15223.5,186.13,1080743.0,16787800000000.0,1272452.19,603335792.0,3575352.6031653485,127682332.8,885622.0,0.798252892,455.72,63.13,0.002757,0.25848,1951.7,25.662,6946.5,3509.44,28323.4,24325.23
2020-11-07,14828.4,15578.2,15754.4,14385.1,160.73,1055012.0,16787800000000.0,1360301.959,583274406.0,2032811.1075597808,121840657.4,740384.0,0.600303781,435.4,58.856,0.00267,0.24897,1951.7,25.662,6946.5,3509.44,28323.4,24325.23
2020-11-08,15483.7,14826.6,15648.3,14720.7,94.99,920529.0,16787800000000.0,1370621.522,551332314.0,1449519.603074449,115164457.0,660591.0,0.637305896,454.68,61.027,0.002707,0.2538,1951.7,25.662,6946.5,3509.44,28323.4,24325.23
2020-11-09,15327.2,15483.3,15819.6,14816.9,165.04,1188873.0,16787800000000.0,1367212.838,733648282.0,2162037.0475067743,154387134.4,845845.0,0.713116953,444.33,59.232,0.002673,0.25043,1854.4,23.701,6916.0,3550.5,29157.97,24839.84
2020-11-10,15303.6,15328.0,15465.3,15096.5,93.36,1026623.0,16787800000000.0,1230229.449,545824758.0,2394981.4724519853,122675182.5,838384.0,0.739667724,450.22,57.843,0.00276,0.25374,1876.4,24.462,6932.0,3545.53,29420.92,24905.59
2020-11-11,15695.8,15303.1,15953.9,15281.0,119.07,1004339.0,16787800000000.0,1282991.912,570593432.0,1667273.0613728552,122675182.5,850536.0,0.66338927,463.33,59.32,0.002757,0.25569,1861.6,24.267,6885.0,3572.66,29397.63,25349.6
2020-11-12,16294.7,15695.8,16342.7,15483.5,165.54,1064270.0,16787800000000.0,1259624.919,606548183.0,1715441.7467499578,133524008.1,889050.0,0.722779179,462.56,60.744,0.002773,0.25486,1873.3,24.306,6934.0,3537.01,29080.17,25520.88
2020-11-13,16324.2,16293.0,16474.1,15973.4,113.75,999523.0,16787800000000.0,1275532.252,531934362.0,1639360.1327545538,115998982.3,828186.0,0.658392511,476.29,65.913,0.002811,0.26548,1886.2,24.775,6982.5,3585.15,29479.81,25385.87
2020-11-14,16071.0,16323.1,16328.2,15717.7,83.64,915336.0,16787800000000.0,1293122.535,532981797.0,905520.3008360416,118502557.1,735407.0,0.462124338,460.7,63.787,0.002769,0.26808,1886.2,24.775,6982.5,3585.15,29479.81,25385.87
2020-11-15,15953.0,16074.7,16158.1,15782.3,58.43,845204.0,16787800000000.0,1199573.373,532834148.0,676884.4075923295,125178757.6,663929.0,0.516408784,448.23,62.332,0.002773,0.26941,1886.2,24.775,6982.5,3585.15,29479.81,25385.87
2020-11-16,16715.8,15954.1,16880.7,15870.7,118.09,1041491.0,17065900000000.0,1208048.213,582417771.0,1415284.3603735785,135735925.2,821243.0,0.60850238,460.43,73.705,0.002879,0.28778,1887.8,24.802,7108.0,3626.91,29950.44,25906.93
2020-11-17,17662.3,16715.8,17845.4,16562.0,175.87,1142716.0,17596800000000.0,1286334.726,619425132.0,1616921.6156128678,137334451.2,931185.0,0.655822417,481.95,76.375,0.002935,0.30226,1885.1,24.651,7068.0,3609.53,29783.35,26014.62
2020-11-18,17774.6,17662.3,18466.1,17258.9,233.43,1197076.0,17596800000000.0,1263671.337,655409183.0,1756402.6592784056,147831351.6,972985.0,0.75930384,478.52,73.376,0.002904,0.29326,1873.9,24.448,7088.5,3567.79,29438.42,25728.14
2020-11-19,17803.5,17775.1,18166.0,17380.1,135.94,1052034.0,17596800000000.0,1325853.723,547312293.0,1654125.0367413715,119839616.5,841778.0,0.582807086,471.21,81.527,0.002905,0.30374,1861.5,24.048,7093.0,3581.87,29483.23,25634.34
2020-11-20,18675.2,17805.5,18811.0,17758.4,134.42,1177776.0,17596800000000.0,1287721.244,656241638.0,1398087.2245816612,146956610.3,927307.0,0.732156344,509.98,82.505,0.002986,0.32995,1872.4,24.363,7277.5,3557.54,29263.48,25527.37
2020-11-21,18687.2,18673.8,18966.0,18397.5,108.91,1007240.0,17596800000000.0,1138397.024,575540634.0,874903.972044369,147831351.6,803189.0,0.507990018,551.91,87.149,0.00351,0.46343,1872.4,24.363,7277.5,3557.54,29263.48,25527.37
2020-11-22,18412.9,18689.3,18751.5,17644.6,121.76,875364.0,17596800000000.0,943689.1264,491515768.0,591911.7515601515,152205060.2,720496.0,0.479394058,559.4,82.883,0.00334,0.44604,1872.4,24.363,7277.5,3557.54,29263.48,25527.37
2020-11-23,18379.6,18428.1,18756.8,18016.0,127.35,1014814.0,17596800000000.0,1226801.912,535091330.0,1081508.437679049,128587033.6,812946.0,0.642557002,609.22,89.098,0.003684,0.6151,1837.8,23.633,7177.5,3577.59,29591.27,25527.37
2020-11-24,19152.6,18394.6,19416.6,18074.8,180.79,1052398.0,17596800000000.0,1269756.985,539395478.0,1660774.2653337405,118964874.6,887484.0,0.697578954,605.03,89.231,0.00424,0.69224,1804.6,23.3,7293.0,3635.41,30046.24,26165.59
2020-11-25,18723.0,19151.5,19486.7,18527.7,146.12,1127776.0,17596800000000.0,1232324.342,607481751.0,1834654.3454447212,135584967.6,974988.0,0.602011027,569.67,81.772,0.003716,0.63224,1805.5,23.362,7300.0,3629.65,29872.47,26296.86
2020-11-26,17162.0,18721.9,18894.9,16235.2,312.07,1115848.0,17596800000000.0,1296596.4,595266411.0,1769335.541219088,131211259.2,870424.0,0.833082683,519.32,70.939,0.003245,0.53593,1788.1,22.639,7402.5,3629.65,29872.47,26537.31
2020-11-27,17127.1,17160.9,17450.3,16481.6,138.8,1099990.0,17596800000000.0,1286616.805,611281315.0,1444076.208199327,134710225.7,875828.0,0.755055261,518.11,69.147,0.00327,0.5612,1788.1,22.639,7499.5,3638.35,29910.37,26644.71
2020-11-28,17730.7,17142.6,17874.4,16874.4,95.2,1038684.0,17596800000000.0,1323432.052,611257691.0,987154.1277773058,134710225.7,768436.0,0.442011124,537.74,72.683,0.003392,0.62597,1788.1,22.639,7499.5,3638.35,29910.37,26644.71
2020-11-29,18185.5,17729.7,18336.3,17530.4,79.12,875712.0,18210500000000.0,1110716.207,494712433.0,721393.3082046196,135787629.3,691973.0,0.613881178,575.45,78.901,0.00344,0.60534,1788.1,22.639,7499.5,3638.35,29910.37,26644.71
2020-11-30,19698.1,18186.0,19831.2,18186.0,185.59,903580.0,19157200000000.0,1305226.257,451415725.0,1492834.2292142888,107610727.9,743109.0,0.86121388,615.92,87.664,0.003551,0.66386,1780.9,22.593,7580.0,3621.63,29638.64,26433.62
2020-12-01,18770.7,19697.8,19897.4,18257.0,208.72,1179012.0,19157200000000.0,1281234.882,607301186.0,2769992.1043695123,144750713.7,1014716.0,0.776075349,585.66,85.089,0.00332,0.61084,1818.9,24.09,7694.5,3662.45,29823.92,26787.54
2020-12-02,19218.8,18767.9,19335.5,18346.7,91.92,1015318.0,19157200000000.0,1251451.916,519415397.0,2470254.847854909,124752259.8,894703.0,0.557826068,598.05,88.998,0.003369,0.63065,1830.2,24.08,7673.0,3669.01,29883.79,26800.98
2020-12-03,19433.3,19219.8,19596.6,18883.7,99.97,1165469.0,19157200000000.0,1312072.299,623194728.0,2829640.0551874693,149512250.3,924975.0,0.517252162,616.32,89.023,0.003433,0.63032,1841.1,24.137,7674.5,3666.72,29969.52,26809.37
2020-12-04,18658.1,19431.1,19529.5,18610.8,110.63,1070208.0,19157200000000.0,1323666.201,571265537.0,2000763.1966648276,137132255.0,863409.0,0.670810016,567.91,79.574,0.003282,0.55351,1840.0,24.253,7760.5,3699.12,30218.26,26751.24
2020-12-05,19146.5,18657.5,19172.7,18507.1,59.44,1077064.0,19157200000000.0,1348978.181,575264390.0,1367755.8346449544,137132255.0,779296.0,0.429322559,596.68,83.154,0.003391,0.58532,1840.0,24.253,7760.5,3699.12,30218.26,26751.24
2020-12-06,19379.9,19146.0,19417.1,18873.0,54.56,906549.0,19157200000000.0,1345539.176,531344271.0,895907.7760106818,129513796.4,680599.0,0.442961211,601.68,83.574,0.003388,0.62135,1840.0,24.253,7760.5,3699.12,30218.26,26751.24
2020-12-07,19170.7,19368.4,19424.6,18908.8,61.98,1017188.0,19157200000000.0,1195824.847,535729726.0,1332465.9616767436,142846099.0,819047.0,0.569259085,591.09,83.404,0.003335,0.60808,1866.0,24.794,7710.0,3691.96,30069.79,26547.44
2020-12-08,18326.6,19170.8,19288.6,18229.2,101.41,1057637.0,19157200000000.0,1289103.722,561865262.0,1330998.80135926,137132255.0,886678.0,0.582952525,555.05,76.765,0.003176,0.55898,1874.9,24.736,7699.0,3702.25,30173.88,26467.08
2020-12-09,18546.0,18322.4,18637.9,17658.8,129.72,1059284.0,19157200000000.0,1273813.043,547272745.0,1359229.9097883531,132370718.7,898361.0,0.637344517,573.21,77.397,0.003158,0.58285,1838.5,23.99,7723.0,3672.82,30068.81,26817.94
2020-12-10,18247.2,18546.1,18551.8,17926.8,85.31,995137.0,19157200000000.0,1307748.038,519375260.0,1326917.881507883,123799952.5,852516.0,0.713787248,558.13,74.633,0.003109,0.57136,1837.4,24.094,7878.0,3668.1,29999.26,26756.24
2020-12-11,18023.6,18250.5,18288.3,17600.1,111.53,1078069.0,19157200000000.0,1325594.558,551294894.0,1285753.5689344914,131418411.1,858493.0,0.628992558,544.17,72.181,0.003075,0.54787,1843.6,24.092,7772.5,3663.46,30046.37,26652.52
2020-12-12,18808.9,18026.7,18936.2,18025.1,71.37,962538.0,19157200000000.0,1294660.621,523363789.0,919208.0303586152,125704567.1,783945.0,0.473065116,567.78,76.656,0.003164,0.50589,1843.6,24.092,7772.5,3663.46,30046.37,26652.52
2020-12-13,19176.8,18808.1,19403.6,18716.8,82.45,938739.0,19129100000000.0,1173706.526,545137999.0,739417.9030832394,148342069.0,723896.0,0.64041231,591.09,82.323,0.003259,0.51416,1843.6,24.092,7772.5,3663.46,30046.37,26652.52
2020-12-14,19273.8,19176.4,19346.5,19007.0,67.11,977389.0,18670200000000.0,1172793.331,519687498.0,1154640.7188306304,134574370.8,833434.0,0.622939232,586.19,82.361,0.003224,0.49747,1832.1,24.047,7751.0,3647.49,29861.55,26732.44
2020-12-15,19434.9,19273.9,19556.3,19076.2,98.39,1047043.0,18670200000000.0,1292888.114,552357008.0,1364832.3043135572,129933875.8,872171.0,0.680412365,588.91,81.333,0.003204,0.46783,1855.3,24.644,7782.5,3694.62,30199.31,26687.84
2020-12-16,21352.2,19434.7,21525.3,19299.7,199.81,1098912.0,18670200000000.0,1308867.231,567316767.0,1775654.1665944257,132718173.8,898073.0,0.891342186,637.38,93.134,0.003423,0.5712,1859.1,25.052,7836.0,3701.17,30154.54,26757.4
2020-12-17,22825.4,21352.3,23738.0,21243.1,310.74,1066159.0,18670200000000.0,1302303.659,511352626.0,3748054.128454432,119724785.6,878530.0,0.93264042,643.17,101.149,0.003723,0.5779,1890.4,26.181,7920.0,3722.48,30303.37,26806.67
2020-12-18,23127.9,22823.3,23272.8,22361.5,131.8,1194851.0,18670200000000.0,1271135.535,623262341.0,4510788.741133611,145711560.8,1033658.0,0.8366023,653.85,109.351,0.003863,0.58348,1888.9,26.033,7985.0,3709.41,30179.05,26763.39
2020-12-19,23844.0,23127.6,24107.1,22797.0,133.88,1158142.0,18670200000000.0,1264212.468,627184673.0,2742749.1347568934,146639659.6,889901.0,0.47089431,658.17,119.84,0.003925,0.57659,1888.9,26.033,7985.0,3709.41,30179.05,26763.39
2020-12-20,23474.9,23843.6,24280.9,23098.9,114.09,1075417.0,18670200000000.0,1342198.96,599260043.0,1733348.474048352,140142965.9,760627.0,0.473724977,638.26,114.631,0.004641,0.55634,1888.9,26.033,7985.0,3709.41,30179.05,26763.39
2020-12-21,22728.5,23474.1,24101.9,22015.5,154.69,1126710.0,18670200000000.0,1346283.441,539348397.0,3257475.439819102,126221478.8,767024.0,0.770802553,607.85,104.412,0.004773,0.51448,1882.8,26.379,7846.5,3694.92,30216.45,26714.42
2020-12-22,23823.2,22730.4,23825.4,22388.6,130.75,1095221.0,18670200000000.0,1300117.741,571343280.0,3169504.8765304065,132718173.8,891868.0,0.826941458,637.47,114.45,0.004514,0.44732,1870.3,25.535,7746.5,3687.26,30015.51,26436.39
2020-12-23,23257.9,23820.8,24063.7,22694.7,178.47,1138302.0,18670200000000.0,1247975.292,607272359.0,3326913.8347209,142927263.4,949179.0,0.753955868,585.69,102.488,0.003767,0.26041,1878.1,25.921,7843.5,3690.01,30129.83,26524.79
2020-12-24,23736.5,23253.2,23783.7,22737.3,104.59,969168.0,18670200000000.0,1268372.714,503350245.0,2530235.97826581,116940488.2,765266.0,0.686637082,612.34,111.291,0.004573,0.33782,1883.2,25.908,7787.5,3703.06,30199.87,26668.35
2020-12-25,24689.6,23728.7,24778.9,23445.3,2.4,1021183.0,18670200000000.0,1289917.563,571268325.0,2177476.1129219243,133646272.3,787233.0,0.466259373,626.93,127.643,0.004563,0.3182,1883.2,25.908,7787.5,3703.06,30199.87,26656.61
2020-12-26,26454.4,24714.7,26826.0,24515.1,155.77,957062.0,18670200000000.0,1383752.022,547378225.0,1888103.685323172,127149578.5,764468.0,0.577702713,636.58,129.62,0.004508,0.29461,1883.2,25.908,7787.5,3703.06,30199.87,26656.61
2020-12-27,26261.3,26460.3,28360.3,25858.2,231.23,1049825.0,18668300000000.0,1308896.291,591262785.0,2370801.80954606,137344635.4,808638.0,0.657102107,683.71,127.812,0.004548,0.28388,1883.2,25.908,7787.5,3703.06,30199.87,26656.61
2020-12-28,27057.8,26259.2,27444.9,26144.3,126.98,1154354.0,18599600000000.0,1292291.219,635220964.0,2778372.490679929,147934525.7,874761.0,0.80973049,730.05,129.822,0.004594,0.24929,1880.4,26.539,7787.5,3735.36,30403.97,26854.03
2020-12-29,27376.0,27065.3,27390.7,25902.8,119.57,1146131.0,18599600000000.0,1277499.704,607247483.0,2854272.156709087,140537799.4,924443.0,0.765763272,731.76,128.751,0.004488,0.22151,1882.9,26.217,7859.5,3727.04,30335.67,27568.15
2020-12-30,28868.7,27374.5,28979.3,27374.5,159.82,1221579.0,18599600000000.0,1254872.634,671210715.0,3099548.0895375125,159029615.1,975313.0,0.757513758,751.8,130.036,0.004627,0.21131,1893.4,26.573,7847.5,3732.04,30409.56,27444.17
2020-12-31,28949.4,28866.8,29298.8,28025.0,136.69,1193822.0,18599600000000.0,1286348.108,659168600.0,3184792.477954048,153482070.7,960459.0,0.646717523,735.94,124.162,0.004666,0.21925,1895.1,26.412,7766.0,3756.07,30606.48,27444.17
2021-01-01,29359.9,28951.7,29627.1,28712.4,100.9,1001890.0,18599600000000.0,1343515.94,587258821.0,1429409.7115442783,137764026.7,745255.0,0.675388569,729.12,126.302,0.005661,0.2372,1895.1,26.412,7766.0,3756.07,30606.48,27444.17
2021-01-02,32193.3,29359.7,33233.5,29008.0,240.87,1140633.0,18599600000000.0,1396966.543,603228539.0,2624915.84404538,139613208.6,846740.0,0.840049147,774.5,136.781,0.010489,0.22097,1895.1,26.412,7766.0,3756.07,30606.48,27444.17
2021-01-03,32958.9,32192.9,34755.9,32029.6,155.21,1184688.0,18599600000000.0,1284713.367,623257541.0,2828792.43302665,146085344.1,957490.0,0.583862198,974.97,161.151,0.00985,0.22479,1895.1,26.412,7766.0,3756.07,30606.48,27444.17
2021-01-04,32022.6,33016.6,33587.5,28204.5,255.27,1270082.0,18599600000000.0,1319111.931,691082277.0,3483844.971915119,159954206.0,1009564.0,0.704833335,1042.4,155.518,0.00978,0.23575,1946.6,27.364,7860.5,3700.65,30223.89,27258.38
2021-01-05,33991.5,32015.4,34414.7,30010.5,202.13,1230529.0,18599600000000.0,1291960.892,623210607.0,3882789.201879616,145160753.6,1005028.0,0.660072432,1099.52,158.432,0.009958,0.22544,1954.4,27.64,8002.0,3726.86,30391.6,27158.63
2021-01-06,36793.2,33999.3,36934.8,33408.3,227.56,1344921.0,18599600000000.0,1295037.209,707124226.0,4706519.67575971,163652569.0,1104746.0,0.680455758,1207.77,168.764,0.010443,0.24871,1908.6,27.042,8037.5,3748.14,30829.4,27055.94
2021-01-07,39460.2,36798.5,40340.9,36361.2,249.6,1292297.0,18599600000000.0,1269781.28,659200634.0,4815571.073357756,155331252.4,1115281.0,0.786745974,1224.35,169.531,0.009724,0.32348,1913.6,27.261,8179.0,3803.79,31041.13,27490.13
2021-01-08,40599.3,39466.4,41921.7,36613.4,251.29,1237271.0,18599600000000.0,1295573.223,591318503.0,5540344.675868127,136839436.2,1036933.0,0.799507485,1215.73,172.169,0.009753,0.3208,1835.4,24.637,8131.0,3824.68,31097.97,28139.03
2021-01-09,40151.9,40607.2,41363.5,38775.1,128.42,1094947.0,19437400000000.0,1263401.54,539365541.0,4367325.38825853,134307072.2,884016.0,0.564150025,1275.58,177.179,0.010158,0.32432,1835.4,24.637,8131.0,3824.68,31097.97,28139.03
2021-01-10,38192.2,40149.7,41362.4,35141.6,215.78,1177151.0,20607400000000.0,1282518.434,635257803.0,3524860.662185114,162879650.9,913440.0,0.569725214,1256.04,170.162,0.009831,0.31521,1835.4,24.637,8131.0,3824.68,31097.97,28139.03
2021-01-11,35544.3,38195.3,38217.2,30411.6,251.04,1211948.0,20607400000000.0,1334788.955,615228712.0,4849263.13103869,157757649.3,950119.0,0.771571171,1091.47,138.968,0.008828,0.28754,1850.8,25.284,7864.0,3799.61,31008.69,28139.03
2021-01-12,34076.1,35426.0,36598.7,32572.7,241.93,1202314.0,20607400000000.0,1325752.331,587208473.0,5510410.759793443,151611247.7,929373.0,0.697582149,1050.19,133.39,0.008066,0.29246,1844.2,25.435,7975.5,3801.19,31068.69,28164.34
2021-01-13,37382.2,34061.2,37764.6,32451.9,209.93,1163164.0,20607400000000.0,1263256.526,607211314.0,5113021.929915005,155708849.3,913399.0,0.653002795,1128.46,147.34,0.008669,0.30575,1854.9,25.572,8009.0,3809.84,31060.47,28456.59
